experiment_id,task,session_id,model,reasoning_effort,request_index,timestamp,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,reasoning_output_tokens,non_reasoning_output_tokens,total_tokens,cum_input_tokens,cum_cached_input_tokens,cum_uncached_input_tokens,cum_output_tokens,cum_reasoning_output_tokens,cum_total_tokens
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,1,2026-07-14T15:48:46.048Z,10458,0,10458,196,36,160,10654,10458,0,10458,196,36,10654
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,2,2026-07-14T15:48:55.672Z,12129,10368,1761,175,98,77,12304,22587,10368,12219,371,134,22958
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,3,2026-07-14T15:49:05.610Z,12314,11904,410,174,0,174,12488,34901,22272,12629,545,134,35446
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,4,2026-07-14T15:49:17.994Z,13977,0,13977,535,31,504,14512,48878,22272,26606,1080,165,49958
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,5,2026-07-14T15:49:48.797Z,21396,0,21396,671,367,304,22067,70274,22272,48002,1751,532,72025
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,6,2026-07-14T15:50:15.326Z,23749,11904,11845,439,81,358,24188,94023,34176,59847,2190,613,96213
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,7,2026-07-14T15:50:34.650Z,28867,23680,5187,461,110,351,29328,122890,57856,65034,2651,723,125541
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,8,2026-07-14T15:50:57.454Z,39472,28800,10672,347,0,347,39819,162362,86656,75706,2998,723,165360
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,9,2026-07-14T15:51:37.106Z,45807,0,45807,437,87,350,46244,208169,86656,121513,3435,810,211604
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,10,2026-07-14T15:52:55.582Z,47789,0,47789,301,0,301,48090,255958,86656,169302,3736,810,259694
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,11,2026-07-14T15:53:10.817Z,49112,39040,10072,327,0,327,49439,305070,125696,179374,4063,810,309133
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,12,2026-07-14T15:53:52.850Z,55934,0,55934,1437,850,587,57371,361004,125696,235308,5500,1660,366504
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,13,2026-07-14T15:55:36.801Z,63373,48768,14605,53,0,53,63426,424377,174464,249913,5553,1660,429930
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,14,2026-07-14T15:56:08.704Z,63688,63104,584,2206,1024,1182,65894,488065,237568,250497,7759,2684,495824
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,15,2026-07-14T15:56:33.023Z,64934,63616,1318,128,0,128,65062,552999,301184,251815,7887,2684,560886
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,16,2026-07-14T15:57:16.026Z,66411,64640,1771,794,512,282,67205,619410,365824,253586,8681,3196,628091
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,17,2026-07-14T15:57:56.653Z,66536,0,66536,121,11,110,66657,685946,365824,320122,8802,3207,694748
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,18,2026-07-14T15:58:28.322Z,67368,66176,1192,234,0,234,67602,753314,432000,321314,9036,3207,762350
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,19,2026-07-14T15:59:10.253Z,67678,67200,478,115,0,115,67793,820992,499200,321792,9151,3207,830143
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,20,2026-07-14T15:59:42.289Z,68314,0,68314,530,87,443,68844,889306,499200,390106,9681,3294,898987
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,21,2026-07-14T16:00:14.563Z,70576,67200,3376,547,79,468,71123,959882,566400,393482,10228,3373,970110
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,22,2026-07-14T16:00:49.718Z,71114,70272,842,140,14,126,71254,1030996,636672,394324,10368,3387,1041364
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,23,2026-07-14T16:01:33.485Z,71666,0,71666,628,435,193,72294,1102662,636672,465990,10996,3822,1113658
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,24,2026-07-14T16:02:18.020Z,72281,70784,1497,219,0,219,72500,1174943,707456,467487,11215,3822,1186158
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,25,2026-07-14T16:03:06.507Z,74172,0,74172,1245,815,430,75417,1249115,707456,541659,12460,4637,1261575
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,26,2026-07-14T16:05:19.406Z,84662,47744,36918,2912,1024,1888,87574,1333777,755200,578577,15372,5661,1349149
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,27,2026-07-14T16:05:55.486Z,86614,71808,14806,300,0,300,86914,1420391,827008,593383,15672,5661,1436063
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,28,2026-07-14T16:06:27.738Z,86990,84608,2382,38,0,38,87028,1507381,911616,595765,15710,5661,1523091
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,29,2026-07-14T16:06:48.569Z,88059,86144,1915,228,78,150,88287,1595440,997760,597680,15938,5739,1611378
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,30,2026-07-14T16:07:53.322Z,88230,87680,550,94,0,94,88324,1683670,1085440,598230,16032,5739,1699702
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,31,2026-07-14T16:08:25.217Z,88386,0,88386,87,0,87,88473,1772056,1085440,686616,16119,5739,1788175
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,32,2026-07-14T16:09:04.667Z,89255,88192,1063,693,512,181,89948,1861311,1173632,687679,16812,6251,1878123
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,33,2026-07-14T16:10:35.116Z,89457,89216,241,850,0,850,90307,1950768,1262848,687920,17662,6251,1968430
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,34,2026-07-14T16:10:56.009Z,90383,89216,1167,33,0,33,90416,2041151,1352064,689087,17695,6251,2058846
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,35,2026-07-14T16:11:44.654Z,91447,90240,1207,261,104,157,91708,2132598,1442304,690294,17956,6355,2150554
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,36,2026-07-14T16:13:00.399Z,93119,91264,1855,94,0,94,93213,2225717,1533568,692149,18050,6355,2243767
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,37,2026-07-14T16:13:56.723Z,93273,92800,473,37,0,37,93310,2318990,1626368,692622,18087,6355,2337077
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,38,2026-07-14T16:14:35.927Z,94340,86656,7684,120,27,93,94460,2413330,1713024,700306,18207,6382,2431537
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,39,2026-07-14T16:15:46.971Z,95199,0,95199,655,512,143,95854,2508529,1713024,795505,18862,6894,2527391
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,40,2026-07-14T16:17:01.382Z,95448,92800,2648,46,0,46,95494,2603977,1805824,798153,18908,6894,2622885
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,41,2026-07-14T16:17:16.884Z,96525,0,96525,105,23,82,96630,2700502,1805824,894678,19013,6917,2719515
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,42,2026-07-14T16:18:05.246Z,98014,93824,4190,752,518,234,98766,2798516,1899648,898868,19765,7435,2818281
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,43,2026-07-14T16:20:06.496Z,101319,95360,5959,2006,377,1629,103325,2899835,1995008,904827,21771,7812,2921606
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,44,2026-07-14T16:20:54.960Z,103018,100992,2026,41,0,41,103059,3002853,2096000,906853,21812,7812,3024665
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,45,2026-07-14T16:21:35.493Z,104090,94848,9242,220,76,144,104310,3106943,2190848,916095,22032,7888,3128975
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,46,2026-07-14T16:22:44.365Z,104255,102528,1727,72,0,72,104327,3211198,2293376,917822,22104,7888,3233302
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,47,2026-07-14T16:23:29.046Z,103785,0,103785,39,0,39,103824,3314983,2293376,1021607,22143,7888,3337126
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,48,2026-07-14T16:24:15.045Z,105512,104064,1448,53,0,53,105565,3420495,2397440,1023055,22196,7888,3442691
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,49,2026-07-14T16:27:43.779Z,106964,105088,1876,422,153,269,107386,3527459,2502528,1024931,22618,8041,3550077
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,50,2026-07-14T16:28:43.461Z,109392,106624,2768,716,512,204,110108,3636851,2609152,1027699,23334,8553,3660185
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,51,2026-07-14T16:29:55.025Z,112626,109184,3442,1845,512,1333,114471,3749477,2718336,1031141,25179,9065,3774656
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,52,2026-07-14T16:31:56.015Z,114048,112256,1792,483,151,332,114531,3863525,2830592,1032933,25662,9216,3889187
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,53,2026-07-14T16:32:46.007Z,116498,0,116498,312,147,165,116810,3980023,2830592,1149431,25974,9363,4005997
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,54,2026-07-14T16:33:13.608Z,117420,113792,3628,154,61,93,117574,4097443,2944384,1153059,26128,9424,4123571
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,55,2026-07-14T16:34:14.541Z,117535,117376,159,57,0,57,117592,4214978,3061760,1153218,26185,9424,4241163
glm52-codex-01,glm52/routed_swiglu_decode,019f6150-b7f2-7791-9dda-83e4fa81b470,gpt-5.5,xhigh,56,2026-07-14T16:34:49.880Z,117776,117376,400,295,0,295,118071,4332754,3179136,1153618,26480,9424,4359234
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,1,2026-07-14T15:48:48.083Z,10464,0,10464,216,58,158,10680,10464,0,10464,216,58,10680
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,2,2026-07-14T15:48:54.484Z,12129,10368,1761,118,39,79,12247,22593,10368,12225,334,97,22927
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,3,2026-07-14T15:49:05.427Z,12316,0,12316,169,0,169,12485,34909,10368,24541,503,97,35412
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,4,2026-07-14T15:49:23.278Z,15130,11904,3226,607,68,539,15737,50039,22272,27767,1110,165,51149
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,5,2026-07-14T15:49:39.923Z,22765,0,22765,277,50,227,23042,72804,22272,50532,1387,215,74191
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,6,2026-07-14T15:49:54.021Z,23534,14976,8558,355,95,260,23889,96338,37248,59090,1742,310,98080
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,7,2026-07-14T15:50:25.068Z,27695,23168,4527,131,0,131,27826,124033,60416,63617,1873,310,125906
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,8,2026-07-14T15:51:27.228Z,28489,0,28489,415,80,335,28904,152522,60416,92106,2288,390,154810
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,9,2026-07-14T15:52:42.227Z,35498,27264,8234,334,21,313,35832,188020,87680,100340,2622,411,190642
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,10,2026-07-14T15:53:04.940Z,40538,0,40538,285,134,151,40823,228558,87680,140878,2907,545,231465
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,11,2026-07-14T15:53:25.235Z,42384,11904,30480,618,0,618,43002,270942,99584,171358,3525,545,274467
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,12,2026-07-14T15:55:04.501Z,43079,35456,7623,119,0,119,43198,314021,135040,178981,3644,545,317665
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,13,2026-07-14T15:55:21.511Z,44016,42624,1392,191,18,173,44207,358037,177664,180373,3835,563,361872
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,14,2026-07-14T15:55:39.437Z,44260,43648,612,95,0,95,44355,402297,221312,180985,3930,563,406227
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,15,2026-07-14T15:56:07.555Z,44950,0,44950,711,94,617,45661,447247,221312,225935,4641,657,451888
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,16,2026-07-14T15:56:36.707Z,45862,44160,1702,95,0,95,45957,493109,265472,227637,4736,657,497845
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,17,2026-07-14T15:57:01.665Z,46732,45696,1036,393,62,331,47125,539841,311168,228673,5129,719,544970
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,18,2026-07-14T15:57:58.754Z,53625,46208,7417,819,381,438,54444,593466,357376,236090,5948,1100,599414
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,19,2026-07-14T15:58:27.421Z,54581,53376,1205,854,512,342,55435,648047,410752,237295,6802,1612,654849
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,20,2026-07-14T15:58:49.255Z,61319,54400,6919,369,0,369,61688,709366,465152,244214,7171,1612,716537
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,21,2026-07-14T15:59:23.081Z,68428,61056,7372,261,41,220,68689,777794,526208,251586,7432,1653,785226
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,22,2026-07-14T15:59:40.250Z,71910,0,71910,444,0,444,72354,849704,526208,323496,7876,1653,857580
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,23,2026-07-14T16:00:03.860Z,72420,68224,4196,56,0,56,72476,922124,594432,327692,7932,1653,930056
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,24,2026-07-14T16:00:49.374Z,73508,72320,1188,178,26,152,73686,995632,666752,328880,8110,1679,1003742
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,25,2026-07-14T16:01:24.962Z,73681,73344,337,287,0,287,73968,1069313,740096,329217,8397,1679,1077710
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,26,2026-07-14T16:01:50.792Z,77303,73344,3959,1020,373,647,78323,1146616,813440,333176,9417,2052,1156033
glm52-codex-02,glm52/routed_swiglu_prefill,019f6150-b81e-7730-9a0f-ffd286bcec37,gpt-5.5,xhigh,27,2026-07-14T16:02:34.531Z,78021,42112,35909,137,0,137,78158,1224637,855552,369085,9554,2052,1234191
